,k,p,Run,Buckets,Density,issues,l_steps,CI2,d,o,n_agents
521,19,0.05,4,23,0.18181818181818182,4,1500,True,0.55,0.1,100
520,19,0.05,4,8,0.18181818181818182,4,1500,True,0.55,0.1,100
519,19,0.25000000000000006,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
518,19,0.25000000000000006,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
517,19,0.15000000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
516,19,0.15000000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
515,19,0.15000000000000002,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
504,18,0.45000000000000007,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
514,19,0.15000000000000002,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
512,19,0.15000000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
511,19,0.05,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
510,19,0.05,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
509,18,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
508,18,0.5500000000000002,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
507,18,0.5500000000000002,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
506,18,0.5500000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
513,19,0.05,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
563,20,0.45000000000000007,4,3,0.20202020202020202,4,1500,True,0.55,0.1,100
564,20,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
565,20,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
622,22,0.45000000000000007,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
621,22,0.45000000000000007,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
620,22,0.45000000000000007,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
619,22,0.45000000000000007,4,3,0.2222222222222222,4,1500,True,0.55,0.1,100
618,22,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
617,22,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
616,22,0.35000000000000003,4,3,0.2222222222222222,4,1500,True,0.55,0.1,100
623,22,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
615,22,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
613,22,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
612,22,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
611,22,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
610,22,0.05,4,39,0.2222222222222222,4,1500,True,0.55,0.1,100
609,22,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
608,22,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
607,22,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
614,22,0.05,4,35,0.2222222222222222,4,1500,True,0.55,0.1,100
606,22,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
624,22,0.45000000000000007,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
626,22,0.5500000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
642,23,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
641,23,0.05,4,48,0.2222222222222222,4,1500,True,0.55,0.1,100
640,23,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
639,23,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
638,23,0.25000000000000006,4,3,0.2222222222222222,4,1500,True,0.55,0.1,100
637,23,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
636,23,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
625,22,0.5500000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
635,23,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
633,23,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
632,23,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
631,23,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
630,23,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
629,22,0.5500000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
628,22,0.5500000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
627,22,0.5500000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
634,23,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
605,22,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
604,22,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
603,22,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
581,21,0.05,4,29,0.20202020202020202,4,1500,True,0.55,0.1,100
580,21,0.05,4,40,0.20202020202020202,4,1500,True,0.55,0.1,100
579,21,0.05,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
578,21,0.25000000000000006,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
577,21,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
576,21,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
575,21,0.25000000000000006,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
582,21,0.25000000000000006,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
574,21,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
572,21,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
571,21,0.05,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
570,21,0.05,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
569,20,0.5500000000000002,4,3,0.20202020202020202,4,1500,True,0.55,0.1,100
568,20,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
567,20,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
566,20,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
573,21,0.15000000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
583,21,0.35000000000000003,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
584,21,0.35000000000000003,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
585,21,0.25000000000000006,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
602,22,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
601,22,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
600,21,0.5500000000000002,4,3,0.20202020202020202,4,1500,True,0.55,0.1,100
599,22,0.05,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
598,21,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
597,21,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
596,21,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
595,21,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
594,21,0.5500000000000002,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
593,21,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
592,21,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
591,21,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
590,21,0.25000000000000006,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
589,21,0.45000000000000007,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
588,21,0.35000000000000003,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
587,21,0.35000000000000003,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
586,21,0.35000000000000003,4,2,0.20202020202020202,4,1500,True,0.55,0.1,100
485,18,0.15000000000000002,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
484,18,0.15000000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
483,18,0.15000000000000002,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
482,18,0.05,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
380,14,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
379,14,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
378,14,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
377,14,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
376,14,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
375,14,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
374,14,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
381,14,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
373,14,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
371,14,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
370,14,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
369,14,0.25000000000000006,4,3,0.1414141414141414,4,1500,True,0.55,0.1,100
368,14,0.05,4,41,0.1414141414141414,4,1500,True,0.55,0.1,100
367,14,0.05,4,29,0.1414141414141414,4,1500,True,0.55,0.1,100
366,14,0.05,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
365,14,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
372,14,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
364,14,0.05,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
382,14,0.15000000000000002,4,32,0.1414141414141414,4,1500,True,0.55,0.1,100
384,14,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
400,15,0.05,4,25,0.1414141414141414,4,1500,True,0.55,0.1,100
399,15,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
398,15,0.05,4,27,0.1414141414141414,4,1500,True,0.55,0.1,100
397,15,0.05,4,34,0.1414141414141414,4,1500,True,0.55,0.1,100
396,15,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
395,15,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
394,15,0.05,4,43,0.1414141414141414,4,1500,True,0.55,0.1,100
383,14,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
393,15,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
391,15,0.15000000000000002,4,3,0.1414141414141414,4,1500,True,0.55,0.1,100
390,15,0.05,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
389,14,0.5500000000000002,4,3,0.1414141414141414,4,1500,True,0.55,0.1,100
388,14,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
387,14,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
386,14,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
385,14,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
392,15,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
363,14,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
362,14,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
361,14,0.05,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
339,13,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
338,13,0.25000000000000006,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
337,13,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
336,13,0.05,4,36,0.12121212121212122,4,1500,True,0.55,0.1,100
335,13,0.05,4,45,0.12121212121212122,4,1500,True,0.55,0.1,100
334,13,0.05,4,20,0.12121212121212122,4,1500,True,0.55,0.1,100
333,13,0.05,4,17,0.12121212121212122,4,1500,True,0.55,0.1,100
340,13,0.25000000000000006,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
332,13,0.05,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
330,13,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
329,12,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
328,12,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
327,12,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
326,12,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
325,12,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
324,12,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
331,13,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
341,13,0.15000000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
342,13,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
343,13,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
360,14,0.15000000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
359,13,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
358,13,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
357,13,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
356,13,0.45000000000000007,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
355,13,0.5500000000000002,4,3,0.12121212121212122,4,1500,True,0.55,0.1,100
354,13,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
353,13,0.5500000000000002,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
352,13,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
351,13,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
350,13,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
349,13,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
348,13,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
347,13,0.35000000000000003,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
346,13,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
345,13,0.15000000000000002,4,30,0.12121212121212122,4,1500,True,0.55,0.1,100
344,13,0.25000000000000006,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
401,15,0.15000000000000002,4,46,0.1414141414141414,4,1500,True,0.55,0.1,100
322,12,0.45000000000000007,4,2,0.12121212121212122,4,1500,True,0.55,0.1,100
402,15,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
404,15,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
461,17,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
460,17,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
459,17,0.05,4,37,0.16161616161616163,4,1500,True,0.55,0.1,100
458,17,0.05,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
457,17,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
456,17,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
455,17,0.05,4,31,0.16161616161616163,4,1500,True,0.55,0.1,100
462,17,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
454,17,0.05,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
452,17,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
451,17,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
450,17,0.05,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
449,16,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
448,16,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
447,16,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
446,16,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
453,17,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
445,16,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
463,17,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
465,17,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
481,18,0.05,4,3,0.18181818181818182,4,1500,True,0.55,0.1,100
480,18,0.05,4,2,0.18181818181818182,4,1500,True,0.55,0.1,100
479,17,0.5500000000000002,4,3,0.16161616161616163,4,1500,True,0.55,0.1,100
478,17,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
477,17,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
476,17,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
475,17,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
464,17,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
474,17,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
472,17,0.5500000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
471,17,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
470,17,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
469,17,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
468,17,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
467,17,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
466,17,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
473,17,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
444,16,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
443,16,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
442,16,0.45000000000000007,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
420,15,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
419,16,0.05,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
418,15,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
417,15,0.5500000000000002,4,4,0.1414141414141414,4,1500,True,0.55,0.1,100
416,15,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
415,15,0.5500000000000002,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
414,15,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
421,16,0.05,4,3,0.16161616161616163,4,1500,True,0.55,0.1,100
413,15,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
411,15,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
410,15,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
409,15,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
408,15,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
407,15,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
406,15,0.25000000000000006,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
405,15,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
412,15,0.45000000000000007,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
422,16,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
423,16,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
424,16,0.05,4,40,0.16161616161616163,4,1500,True,0.55,0.1,100
441,16,0.45000000000000007,4,3,0.16161616161616163,4,1500,True,0.55,0.1,100
440,16,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
439,16,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
438,16,0.45000000000000007,4,4,0.16161616161616163,4,1500,True,0.55,0.1,100
437,16,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
436,16,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
435,16,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
434,16,0.35000000000000003,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
433,16,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
432,16,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
431,16,0.15000000000000002,4,25,0.16161616161616163,4,1500,True,0.55,0.1,100
430,16,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
429,16,0.25000000000000006,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
428,16,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
427,16,0.15000000000000002,4,2,0.16161616161616163,4,1500,True,0.55,0.1,100
426,16,0.05,4,37,0.16161616161616163,4,1500,True,0.55,0.1,100
425,16,0.05,4,30,0.16161616161616163,4,1500,True,0.55,0.1,100
403,15,0.35000000000000003,4,2,0.1414141414141414,4,1500,True,0.55,0.1,100
1289,44,0.5500000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
